10,-166.510420986387
10010,-166.824596141937
20010,-166.824771540529
30010,-166.824832451546
40010,-166.824863744608
50010,-166.824882912861
60010,-166.824895908441
70010,-166.82490532373
80010,-166.824912472455
90010,-166.824918092974
100010,-166.824922632861
110010,-166.82492637956
120010,-166.824929526306
130010,-166.824932207905
140010,-166.824934521328
150010,-166.824936538157
160010,-166.824938312411
170010,-166.824939885637
180010,-166.824941290325
190010,-166.82494255226
200010,-166.824943692171
210010,-166.824944726914
220010,-166.824945670347
230010,-166.824946533964
240010,-166.824947327381
250010,-166.824948058712
260010,-166.824948734844
270010,-166.824949361667
280010,-166.824949944249
290010,-166.824950486971
300010,-166.824950993644
310010,-166.824951467598
320010,-166.824951911754
330010,-166.824952328689
340010,-166.824952720682
350010,-166.824953089757
360010,-166.82495343772
370010,-166.824953766184
380010,-166.824954076596
390010,-166.82495437026
400010,-166.824954648351
410010,-166.824954911932
420010,-166.824955161966
430010,-166.824955399331
440010,-166.824955624826
450010,-166.824955839179
460010,-166.824956043057
470010,-166.824956237073
480010,-166.824956421789
490010,-166.824956597721
500010,-166.824956765347
510010,-166.824956925107
520010,-166.824957077407
530010,-166.824957222625
540010,-166.824957361111
550010,-166.82495749319
560010,-166.824957619164
570010,-166.824957739314
580010,-166.824957853903
590010,-166.824957963177
600010,-166.824958067365
610010,-166.82495816668
620010,-166.824958261325
630010,-166.824958351488
640010,-166.824958437346
650010,-166.824958519064
660010,-166.824958596801
670010,-166.824958670703
680010,-166.82495874091
690010,-166.824958807551
700010,-166.824958870752
710010,-166.824958930629
720010,-166.824958987293
730010,-166.824959040848
740010,-166.824959091393
750010,-166.824959139024
760010,-166.824959183828
770010,-166.82495922589
780010,-166.824959265291
790010,-166.824959302107
800010,-166.824959336411
810010,-166.824959368273
820010,-166.824959397757
830010,-166.824959424927
840010,-166.824959449842
850010,-166.82495947256
860010,-166.824959493135
870010,-166.82495951162
880010,-166.824959528063
890010,-166.824959542513
900010,-166.824959555014
910010,-166.824959565612
920010,-166.824959574346
930010,-166.824959581258
940010,-166.824959586384
950010,-166.824959589763
960010,-166.824959591429
970010,-166.824959591416
980010,-166.824959589756
990010,-166.824959586481
1000010,-166.824959581621
1010010,-166.824959575203
1020010,-166.824959567256
1030010,-166.824959557807
1040010,-166.824959546881
1050010,-166.824959534502
1060010,-166.824959520695
1070010,-166.824959505482
1080010,-166.824959488885
1090010,-166.824959470925
1100010,-166.824959451624
1110010,-166.824959431
1120010,-166.824959409073
1130010,-166.824959385861
1140010,-166.824959361382
1150010,-166.824959335654
1160010,-166.824959308691
1170010,-166.824959280512
1180010,-166.824959251131
1190010,-166.824959220562
1200010,-166.824959188822
1210010,-166.824959155922
1220010,-166.824959121879
1230010,-166.824959086703
1240010,-166.824959050408
1250010,-166.824959013007
1260010,-166.824958974511
1270010,-166.824958934932
1280010,-166.824958894281
1290010,-166.824958852568
1300010,-166.824958809806
1310010,-166.824958766002
1320010,-166.824958721168
1330010,-166.824958675314
1340010,-166.824958628448
1350010,-166.824958580579
1360010,-166.824958531717
1370010,-166.824958481869
1380010,-166.824958431045
1390010,-166.824958379252
1400010,-166.824958326498
1410010,-166.824958272791
1420010,-166.824958218138
1430010,-166.824958162546
1440010,-166.824958106023
1450010,-166.824958048574
1460010,-166.824957990208
1470010,-166.82495793093
1480010,-166.824957870746
1490010,-166.824957809663
1500010,-166.824957747687
1510010,-166.824957684823
1520010,-166.824957621078
1530010,-166.824957556456
1540010,-166.824957490963
1550010,-166.824957424604
1560010,-166.824957357385
1570010,-166.824957289309
1580010,-166.824957220383
1590010,-166.824957150611
1600010,-166.824957079998
1610010,-166.824957008547
1620010,-166.824956936264
1630010,-166.824956863153
1640010,-166.824956789218
1650010,-166.824956714462
1660010,-166.824956638891
1670010,-166.824956562508
1680010,-166.824956485316
1690010,-166.82495640732
1700010,-166.824956328523
1710010,-166.824956248929
1720010,-166.824956168541
1730010,-166.824956087362
1740010,-166.824956005397
1750010,-166.824955922648
1760010,-166.824955839118
1770010,-166.82495575481
1780010,-166.824955669729
